1000,13:47:28,13:47:32,4,913985344
1001,13:47:28,13:47:33,4,434948031
1002,13:47:29,13:47:34,4,902521295
1003,13:47:29,13:47:35,5,889366421
1000,13:47:32,13:47:36,3,952379665
1001,13:47:33,13:47:36,3,887521684
1000,13:50:31,13:50:34,3,895333348
1001,13:50:31,13:50:34,3,597525697
1002,13:50:31,13:50:35,3,705952796
1003,13:50:31,13:50:35,3,335792243
1000,13:50:34,13:50:35,1,662442360
1001,13:50:34,13:50:36,1,164564205
1002,13:50:35,13:50:36,1,425243579
1003,13:50:35,13:50:36,1,558228504
1000,13:50:35,13:50:37,1,347096112
1002,14:08:24,14:08:27,2,966369187
1002,14:08:27,14:08:28,1,809705950
1003,14:08:25,14:08:29,4,934195015
1001,14:08:24,14:08:29,5,999128546
1000,14:08:23,14:08:30,6,858006082
1000,14:35:10,14:35:18,8,536779409
1000,15:22:14,15:22:30,16,762630696
1001,15:22:15,15:22:38,23,390285849
1002,15:22:19,15:23:21,2,694936579
