1000,01:09:33,01:09:37,4,515829668
1001,01:09:34,01:09:38,4,501919072
1002,01:09:34,01:09:39,5,463790945
1003,01:09:34,01:09:40,5,670992668
1000,01:09:38,01:09:40,2,672735289
1002,01:09:39,01:09:42,2,615909454
1000,01:09:40,01:09:43,2,648572283
1003,01:09:40,01:09:45,4,391353823
1001,01:09:39,01:09:46,7,224976138
1009,01:14:35,01:14:39,4,929487523
1008,01:14:34,01:14:41,6,570332569
1007,01:14:34,01:14:43,9,106105765
1004,01:14:32,01:14:52,20,911037338
1006,01:14:33,01:14:54,21,916801739
1004,01:14:52,01:14:56,3,547539127
1008,01:14:41,01:14:58,16,795076667
1005,01:14:33,01:15:01,28,685849365
1003,01:14:31,01:15:02,30,212133223
1006,01:14:54,01:15:04,9,817105490
1004,01:14:56,01:15:05,8,614880817
1007,01:14:45,01:15:05,20,499497404
1009,01:14:39,01:15:06,26,796765005
1008,01:14:58,01:15:08,10,309734487
1005,01:15:01,01:15:09,7,850026627
1000,01:14:29,01:15:11,42,324914160
1001,01:14:30,01:15:12,41,843009866
1002,01:14:31,01:15:13,41,692129829
1001,01:45:03,01:45:06,3,369638836
1001,02:13:04,02:13:13,8,455771805
1002,02:13:07,02:13:19,12,400215651
1008,09:46:43,09:46:57,14,408041556
1009,09:46:43,09:47:00,16,400530994
1005,09:46:53,09:47:02,8,436077685
1007,09:46:42,09:47:03,21,818407946
1002,09:46:41,09:47:04,22,897326178
1008,09:46:58,09:47:05,7,939192944
1000,09:46:50,09:47:08,17,860428606
1005,09:47:13,09:47:17,4,786224639
1009,09:47:12,09:47:38,25,615022710
1007,09:47:13,09:47:39,25,299983161
1002,09:47:13,09:47:40,26,771352687
1008,09:47:14,09:47:41,27,892000403
1000,09:47:14,09:47:41,27,490212657
1001,09:47:14,09:47:41,27,999364276
1005,09:47:17,09:47:41,24,969956641
1006,09:47:27,09:47:42,14,995320593
1003,09:47:31,09:47:42,11,973908236
1002,10:41:00,10:41:05,5,784088196
1003,10:41:01,10:41:06,5,603720596
1005,10:41:02,10:41:08,6,462847688
1001,10:40:59,10:41:10,10,342654244
1000,10:40:58,10:41:11,12,821240186
1004,10:41:01,10:41:12,10,262705413
1006,10:41:02,10:41:13,10,160832869
